4,0.1005,0.129025,0.148425,0.191625,0.247175,0.27205,0.278825,0.292875,0.333175,0.243025,0.10465,0.132525,0.166025,0.199025,0.235875,0.25635,0.271475,0.282275,0.348825,0.267275,0.1138,0.1505,0.18885,0.2292,0.2698,0.29335,0.30425,0.321,0.4224,0.332,0.085625,0.118275,0.120575,0.174625,0.297625,0.34135,0.34245,0.362925,0.351275,0.240375,0.054425,0.0802,0.052925,0.115975,0.393175,0.4915,0.4878,0.519075,0.2769,0.139925,0.0473,0.063575,0.03555,0.08615,0.40515,0.56725,0.571,0.6007,0.231475,0.1049,0.041988,0.052825,0.03205,0.068225,0.349888,0.5273,0.5435,0.559575,0.196337,0.089425,0.032762,0.047675,0.02655,0.067675,0.362062,0.5197,0.5319,0.551525,0.202613,0.088275,0.042925,0.08755,0.0596,0.1431,0.376875,0.4703,0.48795,0.50765,0.219075,0.1046,0.062575,0.113,0.11455,0.19955,0.3027,0.3387,0.364125,0.388625,0.282125,0.1646,0,0,630,0,101,0,1024,681,102,-68,22,447,10,420,171,0,650,171,115,148,1024,834,52,-35,66,560,17,410,509,0,590,509,102,100,1024,1370,4,-23,86,539,28,460,802,0,640,802,171,94,1024,1566,0,56,179,946,54,410,1016,0,650,1016,156,54,1024,1806,0,115,241,1587,60,420,1246,0,740,1246,193,68,1024,2232,0,151,274,1899,80,330,1304,267,650,1571,89,4,565,2606,0,187,310,2272,107,320,1278,64,630,1342,130,7,518,2227,0,169,294,2008,102,240
4,0.096625,0.119425,0.13595,0.18645,0.2384,0.265825,0.27435,0.295475,0.2768,0.1869,0.13375,0.158,0.1941,0.2381,0.282225,0.311725,0.329375,0.345625,0.375275,0.283825,0.137275,0.171525,0.214525,0.259425,0.29675,0.32435,0.3389,0.35855,0.45165,0.356975,0.11455,0.15425,0.188125,0.2383,0.300275,0.331425,0.340025,0.367625,0.4525,0.34115,0.07375,0.10305,0.099175,0.15745,0.358525,0.425575,0.429125,0.456725,0.34505,0.21785,0.043875,0.064025,0.0377,0.0938,0.4026,0.520375,0.522575,0.548675,0.252975,0.12025,0.039413,0.054962,0.032988,0.075675,0.35795,0.485612,0.492288,0.510575,0.217975,0.101575,0.031938,0.044987,0.026162,0.060225,0.29825,0.404737,0.409163,0.423625,0.176025,0.080125,0.0469,0.078175,0.0562,0.123575,0.32005,0.3956,0.402625,0.427075,0.20195,0.096775,0.0778,0.115,0.1244,0.198375,0.300925,0.347325,0.367075,0.404775,0.312375,0.17605,13,0,630,13,98,9,1093,698,88,-60,34,462,13,400,252,0,640,252,120,167,1093,820,16,-29,77,576,20,390,554,0,590,554,116,75,1093,1377,1,-17,94,552,31,430,842,0,680,842,194,110,1093,1617,0,62,186,967,58,400,1063,0,670,1063,148,42,1093,1882,0,121,246,1622,64,410,1249,0,740,1249,165,40,1093,2217,0,156,276,1929,82,320,1259,356,630,1615,68,3,481,2638,0,193,313,2256,117,310,1378,13,620,1391,144,7,474,2234,0,178,300,2000,116,240
4,0.1022,0.1372,0.17115,0.21975,0.26175,0.28415,0.2939,0.31575,0.3891,0.27335,0.1182,0.151525,0.1958,0.23495,0.2597,0.285125,0.3072,0.3242,0.456775,0.348125,0.11955,0.151125,0.19675,0.2312,0.2575,0.279525,0.29725,0.31835,0.467475,0.374225,0.10965,0.13865,0.16635,0.20925,0.26695,0.2921,0.29525,0.327,0.43315,0.3291,0.07,0.08345,0.08445,0.11635,0.19415,0.2236,0.21915,0.2419,0.23365,0.16165,0.038825,0.04885,0.0305,0.063675,0.24375,0.32495,0.32135,0.3409,0.151825,0.073025,0.042638,0.060575,0.036175,0.087688,0.374575,0.50935,0.509925,0.53675,0.238563,0.112012,0.037013,0.054325,0.031125,0.081363,0.368725,0.50685,0.506575,0.53425,0.220788,0.098937,0.0528,0.077875,0.081,0.1309,0.355475,0.46975,0.47895,0.508875,0.2749,0.1432,0.09,0.131225,0.1858,0.2363,0.334825,0.39805,0.42705,0.460625,0.4009,0.2448,8,0,630,8,101,6,1084,691,95,-66,27,450,11,420,214,0,650,214,122,164,1084,820,31,-32,71,564,18,400,530,0,590,530,110,86,1084,1371,2,-22,89,538,29,450,821,0,670,821,186,106,1084,1592,0,58,182,948,56,400,1043,0,660,1043,153,49,1084,1831,0,116,243,1591,62,430,1236,0,750,1236,186,62,1084,2212,0,151,274,1899,80,320,1277,305,650,1582,79,4,561,2610,0,188,310,2255,109,320,1345,23,640,1368,140,7,545,2236,0,171,295,1990,106,250
0,0.079675,0.1095,0.11465,0.164038,0.239475,0.267662,0.269675,0.29015,0.261475,0.176363,0.085625,0.1131,0.12655,0.168013,0.227625,0.256088,0.265225,0.28085,0.287225,0.206588,0.09415,0.1196,0.12825,0.1784,0.2439,0.27755,0.2826,0.3029,0.3113,0.2235,0.10065,0.12755,0.131925,0.187125,0.265175,0.306875,0.299175,0.335325,0.338525,0.25165,0.107,0.138525,0.151975,0.2033,0.286975,0.33165,0.313075,0.35565,0.3726,0.295675,0.1162,0.154875,0.17135,0.223975,0.30145,0.346675,0.33585,0.369675,0.389325,0.318875,0.08445,0.11505,0.1159,0.1615,0.2625,0.3131,0.3211,0.34655,0.28045,0.2131,0.0489,0.0666,0.0532,0.0942,0.2376,0.31745,0.30085,0.335,0.18265,0.10575,0.0616,0.0826,0.0822,0.1302,0.23265,0.3071,0.26385,0.3164,0.2556,0.176,0.06655,0.091125,0.106025,0.153675,0.19995,0.240375,0.203775,0.26025,0.31325,0.2391,0,0,640,0,104,0,1075,695,105,-67,27,450,11,410,210,0,660,210,125,173,1075,825,36,-33,71,562,18,400,535,0,590,535,106,86,1075,1382,2,-22,90,540,30,450,825,0,670,825,185,105,1075,1617,0,56,183,950,56,400,1060,0,660,1060,153,47,1075,1867,0,115,245,1587,64,420,1256,0,750,1256,194,68,1075,2260,0,148,276,1898,80,320,1298,285,660,1583,85,4,585,2610,0,186,312,2267,109,320,1327,44,650,1371,136,7,553,2235,0,169,297,1995,107,250
0,0.05305,0.0816,0.05565,0.13155,0.30835,0.3613,0.35695,0.38185,0.19455,0.10045,0.0423,0.07025,0.04215,0.11405,0.34855,0.4316,0.44415,0.4592,0.20625,0.09965,0.03885,0.06715,0.04445,0.1081,0.34555,0.43515,0.4437,0.4643,0.22435,0.12205,0.0501,0.0769,0.0575,0.11925,0.33225,0.41095,0.4088,0.43865,0.233525,0.134625,0.0533,0.07715,0.0547,0.1177,0.33465,0.4168,0.4147,0.4495,0.236775,0.126025,0.041,0.0614,0.035,0.09435,0.3055,0.3901,0.3845,0.4229,0.2071,0.0976,0.036187,0.0544,0.029512,0.080838,0.26705,0.343313,0.342112,0.368838,0.179812,0.079475,0.031762,0.0508,0.028337,0.083513,0.26355,0.330538,0.332537,0.351313,0.181838,0.078825,0.03455,0.0537,0.035525,0.095025,0.2436,0.295575,0.29885,0.32715,0.193125,0.09,0.03995,0.05865,0.046525,0.1073,0.214475,0.2548,0.255525,0.30065,0.21895,0.106525,12,0,630,12,96,8,1118,700,87,-61,34,461,12,400,252,0,650,252,121,167,1118,819,16,-29,77,576,20,390,559,0,590,559,115,75,1118,1383,1,-18,94,548,31,440,842,0,680,842,195,111,1118,1623,0,61,186,966,58,400,1073,0,670,1073,149,42,1118,1888,0,121,246,1616,65,420,1251,0,740,1251,171,46,1118,2220,0,155,276,1921,82,320,1246,365,630,1611,65,3,491,2627,0,192,312,2256,114,320,1392,0,630,1392,147,7,492,2243,0,177,300,1998,115,240
4,0.113975,0.14885,0.194875,0.2308,0.249975,0.270125,0.279225,0.302075,0.4221,0.320425,0.11745,0.15275,0.200725,0.240975,0.2635,0.284775,0.2964,0.3179,0.443775,0.345925,0.115175,0.15185,0.195875,0.244975,0.27685,0.29805,0.302425,0.331475,0.46875,0.373875,0.09055,0.126625,0.14835,0.20655,0.27685,0.3052,0.308375,0.3352,0.419225,0.319375,0.06445,0.096025,0.09005,0.148575,0.291625,0.3352,0.33345,0.3649,0.308975,0.1987,0.054725,0.082475,0.065517,0.121208,0.322267,0.386983,0.3731,0.418175,0.254433,0.1358,0.045375,0.070725,0.05045,0.105925,0.3411,0.43065,0.4196,0.457425,0.2339,0.1182,0.036025,0.058975,0.035383,0.090642,0.359933,0.474317,0.4661,0.496675,0.213367,0.1006,0.055075,0.097825,0.0769,0.168225,0.375475,0.464875,0.470525,0.4976,0.23465,0.1194,0.094325,0.139325,0.1536,0.230525,0.302925,0.339125,0.353875,0.3775,0.2971,0.19755,0,0,620,0,99,0,973,669,103,-72,18,436,9,430,137,0,630,137,110,124,973,834,75,-38,62,544,16,410,485,0,570,485,96,115,973,1358,8,-26,83,530,27,460,785,0,620,785,168,97,973,1567,0,52,177,936,52,400,996,0,630,996,157,58,973,1762,0,111,239,1567,59,430,1234,0,740,1234,211,87,973,2229,0,147,273,1885,78,330,1296,265,650,1561,89,4,518,2602,0,183,310,2264,105,320,1239,109,620,1348,122,6,442,2214,0,165,293,1985,100,260
4,0.0915,0.132225,0.15205,0.226275,0.29885,0.328325,0.33865,0.37345,0.327525,0.2121,0.12095,0.16265,0.20045,0.25635,0.30805,0.33845,0.36,0.3749,0.38705,0.2878,0.1242,0.16325,0.20235,0.2438,0.2887,0.32065,0.33225,0.3454,0.3852,0.3041,0.09255,0.13245,0.15165,0.2049,0.2879,0.3233,0.3297,0.34775,0.37395,0.27885,0.075025,0.110838,0.110325,0.171575,0.349375,0.41845,0.4287,0.446163,0.362812,0.254675,0.054275,0.080113,0.062175,0.122925,0.413525,0.54235,0.5445,0.571888,0.292438,0.169225,0.039075,0.057987,0.0333,0.088862,0.412038,0.558925,0.560125,0.5867,0.234637,0.113062,0.029425,0.044463,0.0237,0.069387,0.344913,0.468175,0.475575,0.4906,0.189412,0.086188,0.0404,0.065375,0.047375,0.10355,0.2782,0.3494,0.35795,0.3747,0.17275,0.086725,0.0717,0.1092,0.1271,0.187925,0.25465,0.2893,0.303875,0.33365,0.29,0.180025,13,0,630,13,98,9,1138,705,88,-60,35,462,13,400,260,0,650,260,126,174,1138,818,14,-28,78,577,20,390,563,0,590,563,115,72,1138,1383,1,-18,95,546,32,430,849,0,690,849,199,115,1138,1637,0,61,187,968,59,400,1080,0,670,1080,149,41,1138,1906,0,121,246,1614,65,420,1259,0,740,1259,175,49,1138,2229,0,154,277,1918,83,320,1238,370,630,1608,63,3,502,2626,0,192,313,2255,116,310,1410,0,620,1410,149,8,509,2247,0,177,301,1993,117,250
1,0.09555,0.121125,0.1285,0.177625,0.2361,0.253775,0.260375,0.2735,0.271275,0.216425,0.10955,0.1366,0.1719,0.20455,0.2243,0.2438,0.2545,0.26865,0.3771,0.34035,0.09615,0.132,0.15385,0.2003,0.24865,0.2703,0.2757,0.3022,0.38055,0.3248,0.0545,0.0893,0.0797,0.12855,0.28995,0.36105,0.36535,0.38565,0.2857,0.1911,0.0376,0.0604,0.03345,0.07395,0.3775,0.551675,0.544,0.567575,0.221925,0.100075,0.0503,0.066,0.03645,0.0775,0.4056,0.649725,0.6349,0.670875,0.210575,0.084375,0.04885,0.060625,0.035425,0.071275,0.354625,0.598363,0.596838,0.622863,0.188038,0.074825,0.03735,0.052075,0.031275,0.064225,0.326075,0.531288,0.534913,0.558787,0.179513,0.073075,0.0352,0.052513,0.035175,0.070862,0.298412,0.458188,0.4648,0.491675,0.181212,0.07875,0.0424,0.061937,0.047125,0.091188,0.271637,0.379063,0.3865,0.421525,0.193138,0.09185,0,0,630,0,101,0,990,675,105,-72,19,437,9,430,142,0,640,142,113,131,990,836,73,-37,62,546,16,410,485,0,580,485,99,116,990,1363,7,-26,83,530,27,460,794,0,630,794,174,102,990,1581,0,51,178,938,53,410,1011,0,640,1011,157,56,990,1787,0,110,240,1561,60,430,1238,0,750,1238,210,86,990,2247,0,146,273,1885,77,330,1296,259,660,1555,90,5,546,2598,0,183,309,2260,104,320,1253,96,630,1349,125,6,476,2218,0,164,293,1980,100,260
1,0.0803,0.11605,0.109475,0.19905,0.2918,0.318125,0.318625,0.33895,0.238475,0.1573,0.097675,0.135925,0.153775,0.220625,0.276,0.3016,0.307,0.324625,0.327225,0.2647,0.114825,0.155375,0.180275,0.228475,0.27115,0.2972,0.2945,0.314125,0.380725,0.3231,0.0821,0.1165,0.11325,0.161975,0.26475,0.30685,0.2972,0.32245,0.274225,0.19945,0.0565,0.080425,0.06105,0.101788,0.267475,0.3404,0.33595,0.3597,0.190738,0.1147,0.0505,0.080275,0.05315,0.103462,0.322225,0.4282,0.42465,0.4489,0.195912,0.1029,0.042563,0.07285,0.04355,0.095137,0.3097,0.413162,0.409662,0.430663,0.177438,0.086987,0.032687,0.05815,0.03225,0.076813,0.2299,0.295288,0.290988,0.304988,0.135313,0.066963,0.043125,0.07495,0.0503,0.107175,0.2372,0.288025,0.285925,0.299975,0.171325,0.089125,0.066025,0.103375,0.1096,0.1709,0.259425,0.303325,0.31135,0.332475,0.2679,0.15625,10,0,630,10,99,7,1111,698,91,-63,31,451,12,410,240,0,650,240,123,168,1111,823,22,-31,75,566,20,390,550,0,590,550,114,80,1111,1377,1,-20,92,543,31,450,835,0,680,835,192,109,1111,1621,0,60,184,958,57,400,1058,0,670,1058,152,46,1111,1869,0,119,244,1602,63,420,1245,0,740,1245,179,54,1111,2215,0,153,275,1908,81,320,1251,339,630,1590,71,4,529,2610,0,190,310,2251,111,320,1382,4,630,1386,145,7,527,2239,0,175,297,1988,111,250
1,0.10045,0.14355,0.1663,0.2212,0.26485,0.2859,0.299,0.3056,0.37435,0.2726,0.099925,0.139025,0.167925,0.213,0.246925,0.2638,0.278025,0.2799,0.349075,0.26615,0.102275,0.151175,0.172875,0.22715,0.265925,0.28325,0.287825,0.30105,0.369025,0.3008,0.10185,0.158125,0.161875,0.228825,0.351375,0.39725,0.394775,0.418125,0.402675,0.3141,0.096562,0.1368,0.1335,0.1832,0.375987,0.476938,0.473225,0.495525,0.34805,0.252487,0.080888,0.1021,0.0836,0.1233,0.339062,0.491613,0.493375,0.508475,0.23585,0.141662,0.064263,0.078013,0.052337,0.087338,0.315325,0.487588,0.490937,0.504912,0.177463,0.082762,0.046688,0.064537,0.039712,0.075313,0.304775,0.464863,0.465913,0.484838,0.172888,0.075788,0.0438,0.0651,0.048075,0.088325,0.2896,0.420375,0.422175,0.4481,0.188925,0.08685,0.0556,0.0797,0.077425,0.126375,0.2698,0.354125,0.359725,0.3947,0.225575,0.11595,0,0,630,0,101,0,1056,684,103,-67,25,449,10,420,192,0,650,192,118,160,1056,828,42,-34,69,562,18,400,519,0,600,519,107,94,1056,1370,3,-23,88,539,29,450,809,0,660,809,180,101,1056,1569,0,57,181,947,55,400,1028,0,660,1028,153,50,1056,1815,0,116,242,1590,61,420,1235,0,750,1235,188,64,1056,2217,0,151,274,1903,79,320,1298,278,660,1576,86,4,578,2609,0,188,310,2268,108,320,1305,55,640,1360,133,7,538,2232,0,170,295,2006,104,250
